Code,Name,Cur,Price,+/-,%+/-,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Symbol
CTG,CHRISTIE GRP.,GBX,95.0,-6.0,-5.94,,,,,CTG
CYS,CHRYSALIS VCT,GBX,47.5,-3.0,-5.94,,,,,CYS
CHH,CHURCHILL CHINA,GBX,1510.0,-195.0,-11.44,,,,,CHH
CINE,CINEWORLD,GBX,67.0,-21.4,-24.21,,,,,CINE
CIR,CIRCASSIA,GBX,17.3,0.0,0.0,,,,,CIR
CLIG,CITY LON INV,GBX,371.5,0.0,0.0,,,,,CLIG
CTY,CITY LON.,GBX,316.0,-29.5,-8.54,,,,,CTY
CIN,CITY LON.GRP,GBX,127.5,0.0,0.0,,,,,CIN
CPC,CITY PUB GROUP.,GBX,127.0,-5.5,-4.15,,,,,CPC
CSH,CIVITAS SOCIAL,GBX,87.2,-5.5,-5.93,,,,,CSH
CKN,CLARKSON,GBX,2275.0,-55.0,-2.36,,,,,CKN
CLP,CLEAR LEISURE,GBX,0.15,0.0,0.0,,,,,CLP
CLSU,CLEARSTAR DI,GBX,46.0,-0.5,-1.07,,,,,CLSU
CLIN,CLINIGEN,GBX,605.5,-51.5,-7.84,,,,,CLIN
CLG,CLIPPER,GBX,210.0,-40.0,-16.0,,,,,CLG
CLON,CLONTARF,GBX,0.53,-0.1,-16.0,,,,,CLON
CBG,CLOSE BR.GRP.,GBX,1031.0,-115.0,-10.04,,,,,CBG
CALL,CLOUDCALL GRP,GBX,78.0,-4.5,-5.46,,,,,CALL
CLCO,CLOUDCOCO,GBX,0.62,-0.05,-7.41,,,,,CLCO
CLI,CLS HDGS,GBX,233.0,-13.0,-5.28,,,,,CLI
CLNR,CLUFF NATURAL,GBX,0.75,-0.12,-14.29,,,,,CLNR
CMCX,CMC MKTS,GBX,154.2,-0.8,-0.52,,,,,CMCX
CML,CML MICROSYSTEM,GBX,287.0,-6.0,-2.05,,,,,CML
COA,COATS GROUP,GBX,55.15,-4.1,-6.92,,,,,COA
COBR,COBRA RESOURCE.,GBX,1.07,-0.07,-6.52,,,,,COBR
CCEP,COCA-COLA EURO.,EUR,36.55,0.0,0.0,,,,,CCEP
CCH,COCACOLA HBC AG,GBX,1716.0,-265.5,-13.4,,,,,CCH
CDM,CODEMASTERS GR.,GBX,236.0,-9.0,-3.67,,,,,CDM
CHRT,COHORT,GBX,592.0,0.0,0.0,,,,,CHRT
CFX,COLEFAX GRP.,GBX,420.0,0.0,0.0,,,,,CFX
COS,COLLAGEN SOL,GBX,2.2,0.0,0.0,,,,,COS
CERP,COLUMBUS ENERGY,GBX,1.65,-0.45,-21.43,,,,,CERP
CPG,COMPASS GROUP,GBX,1241.0,-123.0,-9.02,,,,,CPG
COM,COMPTOIR GRP,GBX,4.9,-1.23,-20.0,,,,,COM
CCC,COMPUTACENTER,GBX,1388.0,-74.0,-5.06,,,,,CCC
CPT,CONCEPTA,GBX,1.25,-0.15,-10.71,,,,,CPT
CNC,CONCUR.TECH,GBX,83.5,-13.0,-13.47,,,,,CNC
CNR,CONDOR GLD,GBX,26.0,-7.0,-21.21,,,,,CNR
CNCT,CONNECT GRP,GBX,18.35,0.0,0.0,,,,,CNCT
CGO,CONTANGO HDG,GBX,3.75,0.0,0.0,,,,,CGO
GLO,CONTOURGLBL,GBX,147.0,-15.0,-9.26,,,,,GLO
CTEC,CONVATEC,GBX,163.35,-8.6,-5.0,,,,,CTEC
CIC,CONYGAR INV,GBX,127.0,-3.0,-2.31,,,,,CIC
CORA,CORA GOLD,GBX,4.6,-0.15,-3.16,,,,,CORA
CRU,CORAL PRODUCTS,GBX,5.25,-0.75,-12.5,,,,,CRU
CNS,CORERO NETWORK,GBX,4.7,-0.2,-4.08,,,,,CNS
CORO,CORO ENERGY,GBX,0.72,-0.03,-3.33,,,,,CORO
COST,COSTAIN GRP.,GBX,78.0,-26.8,-25.57,,,,,COST
CSP,COUNTRYSIDE,GBX,402.8,-39.4,-8.91,,,,,CSP
CWD,COUNTRYWIDE,GBX,175.0,-55.4,-24.05,,,,,CWD
CPP,CPPGROUP,GBX,3.7,0.0,0.0,,,,,CPP
CYN,CQS NAT,GBX,61.6,-5.7,-8.47,,,,,CYN
CRW,CRANEWARE,GBX,1550.0,-110.0,-6.63,,,,,CRW
CWK,CRANSWICK,GBX,3128.0,-178.0,-5.38,,,,,CWK
CRV,CRAVEN HSE CAP,USD,3.8,0.0,0.0,,,,,CRV
CRL,CREIGHTONS,GBX,40.0,-4.5,-10.11,,,,,CRL
CREO,CREO MEDICAL,GBX,130.5,-13.0,-9.06,,,,,CREO
CRST,CREST NICHOLSON,GBX,352.0,-43.8,-11.07,,,,,CRST
TIDE,CRIMSON TIDE,GBX,1.9,0.0,0.0,,,,,TIDE
CRDA,CRODA INTL.,GBX,4074.0,-262.0,-6.04,,,,,CRDA
CSSG,CROMA SECURITY,GBX,77.5,-1.0,-1.27,,,,,CSSG
CRPR,CROPPER (J),GBX,965.0,-40.0,-3.98,,,,,CRPR
CCS,CROSSWORD CYBE.,GBX,355.0,2.0,0.57,,,,,CCS
CRWN,CROWN PLACE,GBX,31.9,0.0,0.0,,,,,CRWN
CBP,CURTIS BKS,GBX,269.0,0.0,0.0,,,,,CBP
CZN,CURZON ENERGY,GBX,0.55,0.0,0.0,,,,,CZN
CREI,CUSTODIAN REIT,GBX,105.8,-5.0,-4.51,,,,,CREI
CVSG,CVS GROUP,GBX,950.0,-36.0,-3.65,,,,,CVSG
CYAN,CYANCONNODE,GBX,2.25,-0.03,-1.1,,,,,CYAN
D4T4,D4T4 SOLUTIONS,GBX,159.5,-22.0,-12.12,,,,,D4T4
DJAN,DAEJAN HLDGS,GBX,7950.0,-20.0,-0.25,,,,,DJAN
DMGT,DAILY MAIL'A',GBX,653.0,-30.0,-4.39,,,,,DMGT
DFIJ,DAIRY FARM (JY),USD,9.17,0.0,0.0,,,,,DFIJ
DFIB,DAIRY FARM(BER),USD,9.17,0.0,0.0,,,,,DFIB
DTG,DART GROUP,GBX,887.50,-126.5,-12.48,,,,,DTG
DCD,DCD MEDIA,GBX,225.00,0.0,0.0,,,,,DCD
DLAR,DE LA RUE,GBX,92.30,-10.7,-10.39,,,,,DLAR
DPH,DECHRA PHARM,GBX,2320.00,-152.0,-6.15,,,,,DPH
DMTR,DEEPMATTER,GBX,1.90,-0.05,-2.56,,,,,DMTR
DKL,DEKEL AGRI,GBX,2.20,0.0,0.0,,,,,DKL
DEMG,DELTEX MEDICAL,GBX,1.15,0.0,0.0,,,,,DEMG
DLN,DERWENT LONDON,GBX,3314.00,-404.0,-10.87,,,,,DLN
DEST,DESTINY PHARMA.,GBX,35.50,0.0,0.0,,,,,DEST
DEV,DEV CLEVER HOL.,GBX,2.35,-0.7,-22.95,,,,,DEV
DVO,DEVRO,GBX,146.60,-1.2,-0.81,,,,,DVO
DWHT,DEWHURST,GBX,960.00,-55.0,-5.42,,,,,DWHT
DWHA,DEWHURST 'A',GBX,675.00,-25.0,-3.57,,,,,DWHA
DFS,DFS FURN,GBX,169.60,-28.6,-14.43,,,,,DFS
DXRX,DIACEUTICS,GBX,128.00,-12.0,-8.57,,,,,DXRX
DGE,DIAGEO,GBX,2376.00,-176.5,-6.91,,,,,DGE
DIA,DIALIGHT,GBX,207.00,-25.0,-10.78,,,,,DIA
DLGI,DIGITAL LAND.,USD,-,0.0,0.0,,,,,DLGI
DBOX,DIGITALBOX,GBX,7.00,0.0,0.0,,,,,DBOX
DTY,DIGNITY,GBX,294.60,-95.4,-24.46,,,,,DTY
DSG,DILLISTONE,GBX,24.5,0.0,0.0,,,,,DSG
DPLM,DIPLOMA,GBX,1491.0,-197.0,-11.67,,,,,DPLM
DLG,DIRECT LINE,GBX,272.8,-21.2,-7.21,,,,,DLG
DCTA,DIRECTA PLUS,GBX,61.5,-6.0,-8.89,,,,,DCTA
DSCV,DISCOVERIE GRP.,GBX,464.0,6.0,1.31,,,,,DSCV
DIS,DISTIL,GBX,0.8,-0.05,-5.88,,,,,DIS
DFCH,DISTRIB. FIN.,GBX,64.5,0.0,0.0,,,,,DFCH
DNL,DIURNAL GRP,GBX,32.0,-2.0,-5.88,,,,,DNL
DIVI,DIVERSE INC,GBX,76.0,-5.4,-6.63,,,,,DIVI
DGOC,DIVERSIFIED GAS,GBX,60.0,-7.8,-11.5,,,,,DGOC
DC.,DIXONS CARPHO,GBX,76.78,-14.84,-16.2,,,,,DC.
DODS,DODS GROUP,GBX,3.1,-0.15,-4.62,,,,,DODS
DCI,DOLPHIN CAPITAL,GBX,3.55,-0.1,-2.74,,,,,DCI
DOM,DOMINO'S PIZZA,GBX,305.0,-19.5,-6.01,,,,,DOM
DOTD,DOTDIGITAL,GBX,89.0,-3.0,-3.26,,,,,DOTD
D467,DOWN. 4 DP67,GBX,25.0,-2.0,-7.41,,,,,D467
DO1D,DOWN. 4 DSO D,GBX,11.0,0.0,0.0,,,,,DO1D
D4G,DOWN. 4 GEN,GBX,77.0,0.0,0.0,,,,,D4G
D4H,DOWN. 4 HEALTH,GBX,80.0,0.0,0.0,,,,,D4H
DDV1,DOWNING ONE,GBX,67.0,0.0,0.0,,,,,DDV1
DSM,DOWNING STRATE.,GBX,52.0,-6.5,-11.11,,,,,DSM
DP3F,DOWNING THREE F,GBX,16.0,0.0,0.0,,,,,DP3F
DP3H,DOWNING THREE H,GBX,32.0,0.0,0.0,,,,,DP3H
DP3J,DOWNING THREE J,GBX,47.1,0.0,0.0,,,,,DP3J
DP2F,DOWNING TWO F,GBX,19.0,0.0,0.0,,,,,DP2F
DP2G,DOWNING TWO G,GBX,36.5,0.0,0.0,,,,,DP2G
DP2K,DOWNING TWO K,GBX,56.25,0.0,0.0,,,,,DP2K
DPEU,DP EURASIA,GBX,38.55,0.0,0.0,,,,,DPEU
DPP,DP POLAND,GBX,6.25,0.0,0.0,,,,,DPP
DEVC,DRAPER,GBX,51.0,0.0,0.0,,,,,DEVC
GROW,DRAPER ESP,GBX,423.0,-67.0,-13.67,,,,,GROW
DRX,DRAX,GBX,189.3,-29.1,-13.32,,,,,DRX
DRV,DRIVER GRP,GBX,51.5,0.0,0.0,,,,,DRV
DRIP,DRUM INC REIT,GBX,77.5,0.0,0.0,,,,,DRIP
DKE,DUKEMOUNT CAPI.,GBX,0.6,-0.03,-4.0,,,,,DKE
DNE,DUNEDIN ENT.IT.,GBX,284.0,0.0,0.0,,,,,DNE
DIG,DUNEDIN INC.,GBX,235.0,-16.0,-6.37,,,,,DIG
DNLM,DUNELM,GBX,865.0,-94.5,-9.85,,,,,DNLM
DWF,DWF GROUP,GBX,117.45,0.0,0.0,,,,,DWF
DX.,DX PLC,GBX,9.25,-0.5,-5.13,,,,,DX.
ETX,E-THERAPEUTICS,GBX,7.6,-0.5,-6.17,,,,,ETX
EYE,EAGLE EYE,GBX,138.0,-28.0,-16.87,,,,,EYE
EZH,EASYHOTEL,GBX,77.5,0.0,0.0,,,,,EZH
EZJ,EASYJET,GBX,799.2,-125.8,-13.6,,,,,EZJ
EBQ,EBIQUITY,GBX,38.5,0.0,0.0,,,,,EBQ
ECHO,ECHO ENERGY,GBX,0.75,-0.05,-6.25,,,,,ECHO
ECK,ECKOH,GBX,49.0,-4.0,-7.55,,,,,ECK
ECO,ECO (ATLANTIC),GBX,17.5,-2.75,-13.58,,,,,ECO
EAH,ECO ANIMAL,GBX,198.0,-11.0,-5.26,,,,,EAH
EGL,ECOFIN GLOBAL,GBX,146.0,0.0,0.0,,,,,EGL
ECR,ECR MINERALS,GBX,0.72,-0.07,-9.38,,,,,ECR
ECSC,ECSC GROUP,GBX,95.0,-2.5,-2.56,,,,,ECSC
ESL,EDDIE STOBART,GBX,5.65,-1.25,-18.12,,,,,ESL
EDEN,EDEN,GBX,5.85,-0.3,-4.88,,,,,EDEN
EDL,EDENVILLE,GBX,0.04,0.0,0.0,,,,,EDL
EDGH,EDGE PERF.H,GBX,38.5,0.0,0.0,,,,,EDGH
EDGI,EDGE PERF.I,GBX,13.5,0.0,0.0,,,,,EDGI
EDIN,EDIN.INV.TST.,GBX,441.5,-38.0,-7.92,,,,,EDIN
EWI,EDIN.WWIDE INV,GBX,168.2,-11.8,-6.56,,,,,EWI
EPIC,EDISTON PRPRTY,GBX,65.0,-7.0,-9.72,,,,,EPIC
EAAS,EENERGY GROUP,GBX,5.75,-0.4,-6.5,,,,,EAAS
EDR,EGDON RESOURCES,GBX,2.9,-0.45,-13.43,,,,,EDR
EKF,EKF DIAGNOSTICS,GBX,23.5,-3.0,-11.32,,,,,EKF
ELCO,ELECOSOFT,GBX,68.5,-3.5,-4.86,,,,,ELCO
ELTA,ELECTRA PRIVATE,GBX,306.0,-27.5,-8.25,,,,,ELTA
ECM,ELECTROCOMPS.,GBX,461.5,-63.3,-12.06,,,,,ECM
ELM,ELEMENTIS,GBX,64.0,-16.1,-20.1,,,,,ELM
EMIS,EMIS,GBX,967.0,-93.0,-8.77,,,,,EMIS
EML,EMMERSON,GBX,3.1,-0.6,-16.22,,,,,EML
EEE,EMPIRE METALS,GBX,1.05,-0.1,-8.7,,,,,EEE
ESP,EMPIRIC,GBX,78.1,-8.3,-9.61,,,,,ESP
EMR,EMPRESARIA,GBX,49.0,-1.0,-2.0,,,,,EMR
EME,EMPYREAN,GBX,4.62,-0.23,-4.64,,,,,EME
ENOG,ENERGEAN OIL,GBX,352.0,-57.5,-14.04,,,,,ENOG
ENGI,ENERGISER,GBX,1.05,0.0,0.0,,,,,ENGI
ENQ,ENQUEST,GBX,9.4,-3.02,-24.34,,,,,ENQ
NTQ,ENTEQ UPSTREAM,GBX,17.0,0.0,0.0,,,,,NTQ
EAI,ENTERTAIN. AI,GBX,35.5,0.0,0.0,,,,,EAI
EPG,EP GLOBAL,GBX,240.5,0.0,0.0,,,,,EPG
ESO,EPE SPECIAL OPP,GBX,177.0,-3.0,-1.67,,,,,ESO
EPWN,EPWIN GRP,GBX,78.0,-9.3,-10.65,,,,,EPWN
EQLS,EQUALS GP,GBX,32.5,-3.75,-10.35,,,,,EQLS
PAL,EQUAT PALM OIL,GBX,0.41,0.01,2.53,,,,,PAL
EQN,EQUINITI,GBX,172.0,5.0,2.99,,,,,EQN
ERGO,ERGOMED,GBX,375.0,-17.0,-4.34,,,,,ERGO
ERIS,ERRIS RESOURCES,GBX,3.6,-0.25,-6.49,,,,,ERIS
ESC,ESCAPE HUNT,GBX,9.25,-0.75,-7.5,,,,,ESC
ESYS,ESSENSYS,GBX,182.5,-37.5,-17.05,,,,,ESYS
ESNT,ESSENTRA,GBX,316.0,-11.2,-3.42,,,,,ESNT
ENET,ETHERNITY NET,GBX,33.5,-2.0,-5.63,,,,,ENET
EUA,EURASIA MINING,GBX,7.2,0.0,0.0,,,,,EUA
JEO,EURO OPPS TR.,GBX,659.0,-82.0,-11.07,,,,,JEO
ECEL,EUROCELL,GBX,217.0,-8.0,-3.56,,,,,ECEL
ERM,EUROMONEY INST.,GBX,869.0,-49.0,-5.34,,,,,ERM
EUZ,EUROPA METALS,GBX,0.02,-0.0,-11.11,,,,,EUZ
EOG,EUROPA OIL&GAS,GBX,1.05,-0.33,-23.64,,,,,EOG
EMH,EUROPE MET,GBX,11.75,-0.62,-5.05,,,,,EMH
EAT,EUROPEAN ASSETS,GBX,80.0,-7.4,-8.47,,,,,EAT
EVE,EVE SLEEP,GBX,0.95,-0.17,-15.56,,,,,EVE
EVRA,EVERARC,USD,15.0,1.4,10.29,,,,,EVRA
EMAN,EVERYMAN MEDIA,GBX,122.5,-35.0,-22.22,,,,,EMAN
EVG,EVGEN PHARMA,GBX,4.35,-0.1,-2.25,,,,,EVG
EVRH,EVR HOLDINGS,GBX,3.4,-0.45,-11.69,,,,,EVRH
EVR,EVRAZ,GBX,203.4,-43.9,-17.75,,,,,EVR
FCIT,F &C IV.TST,GBX,577.0,-44.0,-7.09,,,,,FCIT
FLX,FALANX,GBX,1.07,0.0,0.0,,,,,FLX
FOG,FALCON OIL,GBX,7.25,-1.62,-18.26,,,,,FOG
FHP,FANDANGO HOLDI,GBX,0.45,0.0,0.0,,,,,FHP
FARN,FARON PHARMA,GBX,255.0,-42.5,-14.29,,,,,FARN
FFWD,FASTFWD INNOV,GBX,6.25,-0.5,-7.41,,,,,FFWD
FJET,FASTJET,GBX,0.14,0.0,0.0,,,,,FJET
FDM,FDM GROUP HLDG,GBX,803.0,-53.0,-6.19,,,,,FDM
FDBK,FEEDBACK,GBX,0.42,-0.15,-26.09,,,,,FDBK
FXPO,FERREXPO,GBX,101.65,-15.5,-13.23,,,,,FXPO
FEVR,FEVERTREE DRK,GBX,1050.0,-30.0,-2.78,,,,,FEVR
FEV,FID.EURO.VAL.,GBX,202.0,-22.0,-9.82,,,,,FEV
FSV,FID.SP.VAL.,GBX,191.0,-19.0,-9.05,,,,,FSV
FAS,FIDELITY ASIAN,GBX,318.0,-20.5,-6.06,,,,,FAS
FCSS,FIDELITY CHINA,GBX,208.0,-12.0,-5.45,,,,,FCSS
FJV,FIDELITY JAPAN,GBX,120.0,-17.5,-12.73,,,,,FJV
FIH,FIH GROUP,GBX,254.0,-15.0,-5.58,,,,,FIH
FLTA,FILTA GROUP,GBX,107.5,-12.5,-10.42,,,,,FLTA
FTC,FILTRONIC,GBX,7.25,-1.0,-12.12,,,,,FTC
FIN,FINABLR,GBX,4.5,-17.94,-79.95,,,,,FIN
FCAP,FINNCAP GROUP,GBX,17.5,-0.25,-1.41,,,,,FCAP
FIF,FINS.FOOD,GBX,71.5,-7.0,-8.92,,,,,FIF
FGT,FINSBURY GTH.,GBX,695.0,-52.0,-6.96,,,,,FGT
FA.,FIREANGEL,GBX,14.5,0.0,0.0,,,,,FA.
FDI,FIRESTONE,GBX,0.17,0.0,0.0,,,,,FDI
FDP,FIRST DERIV.,GBX,2060.0,-290.0,-12.34,,,,,FDP
FPO,FIRST PROPERTY,GBX,35.5,-3.0,-7.79,,,,,FPO
FGP,FIRSTGROUP,GBX,84.85,-17.35,-16.98,,,,,FGP
FSJ,FISHER(J)& SONS,GBX,1642.0,-148.0,-8.27,,,,,FSJ
FKE,FISKE,GBX,60.0,0.0,0.0,,,,,FKE
FLK,FLETCHER KING,GBX,38.0,-4.0,-9.52,,,,,FLK
FLO,FLOWTECH FLUID.,GBX,80.5,0.0,0.0,,,,,FLO
TUNE,FOCUSRITE,GBX,480.0,-25.0,-4.95,,,,,TUNE
FTF,FORESIGHT 4,GBX,60.5,0.0,0.0,,,,,FTF
FTSV,FORESIGHT SOLAR,GBX,88.0,0.0,0.0,,,,,FTSV
FWT,FORESIGHT SOLAR,GBX,100.0,0.0,0.0,,,,,FWT
FTV,FORESIGHT VCT,GBX,68.0,0.0,0.0,,,,,FTV
FORT,FORTERRA,GBX,230.0,-46.5,-16.82,,,,,FORT
FOX,FOX MARBLE,GBX,1.95,-0.35,-15.22,,,,,FOX
FOXT,FOXTONS,GBX,59.5,-3.6,-5.71,,,,,FOXT
FPP,FRAGRANT PROSP.,GBX,1.85,0.0,0.0,,,,,FPP
FRAN,FRANCHISE BRAND,GBX,103.5,-17.5,-14.46,,,,,FRAN
FRAS,FRASERS GRP,GBX,259.0,-42.4,-14.07,,,,,FRAS
FCCN,FRENCH CNCTN.,GBX,13.75,0.0,0.0,,,,,FCCN
FEN,FRENKEL TOP,GBX,35.0,-2.0,-5.41,,,,,FEN
FRES,FRESNILLO,GBX,556.2,-62.8,-10.15,,,,,FRES
FDEV,FRONTIER DEV,GBX,1118.0,-112.0,-9.11,,,,,FDEV
FIPP,FRONTIER IP,GBX,58.5,-8.5,-12.69,,,,,FIPP
FRP,FRP ADVISORY G.,GBX,75.0,-1.0,-1.32,,,,,FRP
FUL,FULHAM SHO,GBX,7.88,-1.62,-17.11,,,,,FUL
FSTA,"FULLER,SMITH'A'",GBX,682.0,-28.0,-3.94,,,,,FSTA
FCH,FUNDING CIRCLE,GBX,42.85,-17.65,-29.17,,,,,FCH
FEET,FUNDSMITH EMERG,GBX,962.0,-38.0,-3.8,,,,,FEET
FAB,FUSION ANTIBODY,GBX,62.5,-5.0,-7.41,,,,,FAB
FUM,FUTURA MED.,GBX,9.15,-1.98,-17.75,,,,,FUM
FUTR,FUTURE,GBX,914.0,-92.0,-9.15,,,,,FUTR
G3E,G3 EXPLORATION,GBX,10.25,0.0,0.0,,,,,G3E
GFS,G4S,GBX,94.54,-8.16,-7.95,,,,,GFS
GMPP,GABELLI MERGE.?,GBX,620.0,0.0,0.0,,,,,GMPP
GMP,GABELLI MERGER,USD,7.65,0.0,0.0,,,,,GMP
GVP,GABELLI VALUE,GBX,97.25,-7.25,-6.94,,,,,GVP
GAL,GALANTAS GOLD,GBX,0.93,0.0,0.0,,,,,GAL
GLR,GALILEO RESOURC,GBX,0.38,-0.03,-6.17,,,,,GLR
GFRD,GALLIFORD TRY,GBX,115.54,-25.98,-18.36,,,,,GFRD
GMAA,GAMA AVIATION,GBX,46.0,-6.5,-12.38,,,,,GMAA
GAW,GAMES WORKSHOP,GBX,5190.0,-570.0,-9.9,,,,,GAW
GYS,GAMESYS GROUP,GBX,586.0,-41.0,-6.54,,,,,GYS
GMR,GAMING REALMS,GBX,6.0,0.0,0.0,,,,,GMR
GAMA,GAMMA COMS,GBX,1100.0,-80.0,-6.78,,,,,GAMA
GAN,GAN,GBX,111.0,-24.0,-17.78,,,,,GAN
GTLY,GATELEY HLDGS,GBX,163.5,-10.5,-6.03,,,,,GTLY
GATC,GATTACA,GBX,69.0,-2.9,-4.03,,,,,GATC
GBG,GB GROUP,GBX,615.0,-53.0,-7.93,,,,,GBG
GCM,GCM RESOURCES,GBX,8.75,-1.5,-14.63,,,,,GCM
DIGS,GCP STUDENT LIV,GBX,151.6,-17.0,-10.08,,,,,DIGS
G4M,GEAR4MUSIC,GBX,182.5,-15.0,-7.59,,,,,G4M
GEMD,GEM DIAMONDS DI,GBX,35.7,0.0,0.0,,,,,GEMD
GDR,GENEDRIVE,GBX,9.0,0.0,0.0,,,,,GDR
GSS,GENESIS E.M.F.,GBX,621.0,-57.0,-8.41,,,,,GSS
GNS,GENUS,GBX,3294.0,-178.0,-5.13,,,,,GNS
CGEO,GEORGIA CAPITAL,GBX,580.0,-43.0,-6.9,,,,,CGEO
GHG,GEORGIA H,GBX,95.0,-8.0,-7.77,,,,,GHG
GETB,GETBUSY,GBX,58.0,-3.0,-4.92,,,,,GETB
GTC,GETECH GRP,GBX,14.25,0.0,0.0,,,,,GTC
GFIN,GFINITY,GBX,0.82,-0.15,-15.38,,,,,GFIN
GSK,GLAXOSMITHKLINE,GBX,1404.6,-118.0,-7.75,,,,,GSK
GLIZ,GLI FINANCE ZDP,GBX,120.0,0.0,0.0,,,,,GLIZ
GINV,GLOBAL INVA,GBX,4.5,-0.5,-10.0,,,,,GINV
GPH,GLOBAL PORTS,GBX,150.0,-10.0,-6.25,,,,,GPH
GRIT,GLOBAL RESOURCE,GBX,3.15,-0.15,-4.54,,,,,GRIT
DATA,GLOBALDATA,GBX,1025.0,-50.0,-4.65,,,,,DATA
GOG,GO-AHEAD GROUP,GBX,1152.0,-530.0,-31.51,,,,,GOG
GOCO,GOCO GROUP,GBX,70.0,-7.2,-9.33,,,,,GOCO
GDP,GOLDPLAT,GBX,4.05,-0.5,-10.99,,,,,GDP
GHH,GOOCH & HOUSEGO,GBX,1055.0,-90.0,-7.86,,,,,GHH
GOOD,GOOD ENRG,GBX,172.5,-0.5,-0.29,,,,,GOOD
GDWN,GOODWIN,GBX,2310.0,0.0,0.0,,,,,GDWN
GSF,GORE STREET EN.,GBX,93.0,0.0,0.0,,,,,GSF
GPOR,GR.PORTLAND,GBX,712.2,-90.2,-11.24,,,,,GPOR
GRA,GRAFENIA,GBX,5.25,-2.75,-34.38,,,,,GRA
GRI,GRAINGER,GBX,255.0,-21.4,-7.74,,,,,GRI
GTE,GRAN TIERRA,GBX,23.0,-2.0,-8.0,,,,,GTE
GFHG,GRAND FORTUNE,GBX,6.75,0.0,0.0,,,,,GFHG
GVMH,GRAND VISION,GBX,5.5,0.0,0.0,,,,,GVMH
GRC,GRC INTL,GBX,19.5,0.0,0.0,,,,,GRC
GGP,GREATLAND,GBX,3.8,-0.8,-17.39,,,,,GGP
UKW,GREENCOAT UK,GBX,132.0,-3.0,-2.22,,,,,UKW
GRG,GREGGS,GBX,1780.0,-194.0,-9.83,,,,,GRG
GHS,GRESHAM HOUSE,GBX,1050.0,-95.0,-8.3,,,,,GHS
GRID,GRESHAM HOUSE .,GBX,102.0,-1.0,-0.97,,,,,GRID
GHE,GRESHAM HSE.,GBX,582.5,-50.0,-7.91,,,,,GHE
GV1A,GRESHAM REN 1A,GBX,5.05,0.0,0.0,,,,,GV1A
GV2A,GRESHAM REN 2A,GBX,5.05,0.0,0.0,,,,,GV2A
GV1O,GRESHAM RENEW 1,GBX,104.0,0.0,0.0,,,,,GV1O
GV2O,GRESHAM RENEW 2,GBX,104.0,0.0,0.0,,,,,GV2O
GHT,GRESHAM TECH,GBX,135.0,-2.5,-1.82,,,,,GHT
GFM,GRIFFIN MINING,GBX,44.0,-2.5,-5.38,,,,,GFM
GR1T,GRIT REAL EST.,USD,1.1,0.0,0.0,,,,,GR1T
GRIO,GROUND RENTS,GBX,79.75,-1.5,-1.85,,,,,GRIO
GST,GSTECHNOLOGIES,GBX,0.17,0.0,0.0,,,,,GST
GMS,GULF MARINE,GBX,2.85,0.0,0.0,,,,,GMS
GUN,GUNSYND,GBX,0.01,0.0,5.26,,,,,GUN
GUS,GUSBOURNE,GBX,67.0,0.0,0.0,,,,,GUS
GYG,GYG PLC,GBX,69.0,-3.0,-4.17,,,,,GYG
GYM,GYM GRP,GBX,165.0,-38.5,-18.92,,,,,GYM
HAT,H&T GROUP PLC,GBX,293.0,-57.0,-16.29,,,,,HAT
HWSL,HADRIAN'S WALL,GBX,56.0,0.0,0.0,,,,,HWSL
HFD,HALFORDS,GBX,105.7,-13.9,-11.62,,,,,HFD
HLMA,HALMA,GBX,1811.0,-102.5,-5.36,,,,,HLMA
HMSO,HAMMERSON,GBX,154.65,-16.8,-9.8,,,,,HMSO
HAN,HANSA INV.,GBX,153.0,0.0,0.0,,,,,HAN
HANA,HANSA INV.A,GBX,148.75,0.0,0.0,,,,,HANA
HVPE,HARBOURVEST,GBX,1470.0,-120.0,-7.55,,,,,HVPE
HVPD,HARBOURVEST $,USD,18.7,0.0,0.0,,,,,HVPD
HDD,HARDIDE,GBX,46.0,0.0,0.0,,,,,HDD
HHV,HARGREAVE,GBX,52.5,-6.5,-11.02,,,,,HHV
HL.,HARGREAVES LANS,GBX,1211.0,-89.5,-6.88,,,,,HL.
HSP,HARGREAVES SERV,GBX,251.0,0.0,0.0,,,,,HSP
HMI,HARVEST MI (DI),GBX,2.52,-0.53,-17.21,,,,,HMI
HWG,HARWORTH GP,GBX,120.0,-14.0,-10.45,,,,,HWG
HSTG,HASTINGS GP,GBX,150.0,-5.0,-3.23,,,,,HSTG
HNG,HAWKWING,GBX,0.4,0.0,0.0,,,,,HNG
HAYD,HAYDALE,GBX,1.43,-0.3,-17.39,,,,,HAYD
HYNS,HAYNES PUBLSHG.,GBX,687.5,-7.5,-1.08,,,,,HYNS
HAS,HAYS,GBX,110.5,-8.6,-7.22,,,,,HAS
HEAD,HEADLAM GROUP,GBX,429.5,4.5,1.06,,,,,HEAD
HSM,HEATH(S),GBX,285.0,0.0,0.0,,,,,HSM
HVT,HEAVITREE,GBX,375.0,-10.0,-2.6,,,,,HVT
HVTA,HEAVITREE.A,GBX,175.0,-10.0,-5.41,,,,,HVTA
HLCL,HELICAL PLC,GBX,378.0,-30.0,-7.35,,,,,HLCL
