Code,Name,Cur,Price,+/-,%+/-,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Symbol
TRAF,TRAFALGAR PROP,GBX,0.12,0.0,0.0,,,,,TRAF
TRN,TRAINLINE,GBX,358.5,-32.5,-8.31,,,,,TRN
TRAK,TRAKM8 HLDGS,GBX,13.0,-1.0,-7.14,,,,,TRAK
TSG,TRANS SIB,GBX,52.5,-7.5,-12.5,,,,,TSG
TRT,TRANSENSE TECH.,GBX,51.5,-1.5,-2.83,,,,,TRT
TGL,TRANSGLOBE ENE.,GBX,52.5,-5.0,-8.7,,,,,TGL
TPK,TRAVIS PERKINS,GBX,1055.5,-193.5,-15.49,,,,,TPK
TET,TREATT,GBX,368.0,-74.0,-16.74,,,,,TET
TRMR,TREMOR INT LTD,GBX,126.5,-23.5,-15.67,,,,,TRMR
TSTR,TRI-STAR RES.,GBX,12.75,-1.75,-12.07,,,,,TSTR
TRD,TRIAD GRP.,GBX,31.5,-1.0,-3.08,,,,,TRD
TRB,TRIBAL GRP.,GBX,67.5,0.0,0.0,,,,,TRB
TCN,TRICORN GRP.,GBX,9.0,0.0,0.0,,,,,TCN
TRR,TRIDENT RESOUR.,GBX,17.5,0.0,0.0,,,,,TRR
TRI,TRIFAST,GBX,113.5,-6.5,-5.42,,,,,TRI
TRIN,TRINITY,GBX,6.0,-0.65,-9.77,,,,,TRIN
SOHO,TRIPLE PNT SOC,GBX,81.4,-8.6,-9.56,,,,,SOHO
TPOA,TRIPLE POINT 11,GBX,54.0,0.0,0.0,,,,,TPOA
TPON,TRIPLE POINT 11,GBX,96.0,0.0,0.0,,,,,TPON
TPOB,TRIPLE POINT B,GBX,96.0,0.0,0.0,,,,,TPOB
TPVC,TRIPLE POINT C,GBX,74.0,-26.5,-26.37,,,,,TPVC
TPVD,TRIPLE POINT D,GBX,57.0,-45.5,-44.39,,,,,TPVD
TPVE,TRIPLE POINT E,GBX,85.5,-5.0,-5.53,,,,,TPVE
TSTL,TRISTEL,GBX,442.5,-12.5,-2.75,,,,,TSTL
BBOX,TRITAX BIG BOX,GBX,113.4,-12.3,-9.79,,,,,BBOX
EBOX,TRITAX EURO. ?,GBX,80.0,-3.4,-4.08,,,,,EBOX
BOXE,TRITAX EURO.EUR,EUR,0.91,0.0,0.0,,,,,BOXE
TIGT,TROY INCOME,GBX,66.8,-5.0,-6.96,,,,,TIGT
TTG,TT ELECTRONICS,GBX,196.0,-3.0,-1.51,,,,,TTG
TUI,TUI AG,GBX,385.2,-79.7,-17.14,,,,,TUI
TLW,TULLOW OIL,GBX,12.46,-5.67,-31.26,,,,,TLW
TUNG,TUNGSTEN CORP,GBX,20.25,0.0,0.0,,,,,TUNG
TSI,TWO SHIELDS,GBX,0.09,0.0,0.0,,,,,TSI
TYMN,TYMAN,GBX,207.0,-23.0,-10.0,,,,,TYMN
UAI,U AND I GROUP,GBX,141.0,-17.0,-10.76,,,,,UAI
UKOG,UK OIL & GAS,GBX,0.38,-0.1,-21.05,,,,,UKOG
UKR,UKRPRODUCT,GBX,2.69,0.0,0.0,,,,,UKR
ULS,ULS TECH,GBX,52.5,0.0,0.0,,,,,ULS
ULE,ULTRA ELEC.,GBX,1916.0,-100.0,-4.96,,,,,ULE
UAV,UNICORN AIM VCT,GBX,136.0,-5.0,-3.55,,,,,UAV
ULVR,UNILEVER,GBX,3851.5,-222.0,-5.45,,,,,ULVR
UJO,UNION JACK,GBX,0.1,-0.02,-17.39,,,,,UJO
UTG,UNITE GROUP,GBX,950.0,-108.0,-10.21,,,,,UTG
UCG,UNITED CARPETS,GBX,3.5,0.0,0.0,,,,,UCG
UOG,UNITED OIL&GAS,GBX,1.68,-0.38,-18.29,,,,,UOG
UNG,UNIVERSE GRP.,GBX,4.25,-0.4,-8.6,,,,,UNG
UVEL,UNIVISION,GBX,1.1,0.0,0.0,,,,,UVEL
UPGS,UP GLOBAL,GBX,54.9,0.0,0.0,,,,,UPGS
UEX,URBAN EXPOSURE.,GBX,68.0,-1.0,-1.45,,,,,UEX
SHED,URBAN LO,GBX,127.5,-6.5,-4.85,,,,,SHED
UANC,URBAN&CIVIC,GBX,257.0,-43.0,-14.33,,,,,UANC
URU,URU METALS,GBX,97.5,-12.5,-11.36,,,,,URU
USF,US SOLAR FUND,USD,1.0,-0.01,-0.5,,,,,USF
USFP,US SOLAR FUND ?,GBX,77.0,0.0,0.0,,,,,USFP
UU.,UTD. UTILITIES,GBX,813.8,-66.0,-7.5,,,,,UU.
UTL,UTIL,GBX,171.0,-10.5,-5.79,,,,,UTL
UEM,UTILICO EM.MKTS,GBX,169.0,-20.5,-10.82,,,,,UEM
EGY,VAALCO ENERGY,GBX,105.0,-10.0,-8.7,,,,,EGY
VLU,VALEURA ENERGY,GBX,16.0,-1.0,-5.88,,,,,VLU
VAL,VALIRX,GBX,0.04,-0.01,-16.67,,,,,VAL
VIN,VALUE AND INC,GBX,196.0,0.0,0.0,,,,,VIN
VANL,VAN ELLE,GBX,43.5,-4.5,-9.38,,,,,VANL
VAST,VAST RES,GBX,0.21,-0.03,-12.24,,,,,VAST
VEC,VECTURA,GBX,70.0,-11.0,-13.58,,,,,VEC
VELA,VELA TECH.,GBX,0.07,0.0,0.0,,,,,VELA
VEL,VELOCITY COMP,GBX,24.5,-2.0,-7.55,,,,,VEL
VLS,VELOCYS,GBX,3.69,0.0,0.0,,,,,VLS
VLG,VENTURE LIFE,GBX,30.5,-2.0,-6.15,,,,,VLG
VEN,VENTUS VCT,GBX,109.0,0.0,0.0,,,,,VEN
VEN2,VENTUS VCT 2,GBX,80.5,0.0,0.0,,,,,VEN2
VNC,VENTUS VCT 2 C,GBX,127.0,0.0,0.0,,,,,VNC
VND,VENTUS VCT 2 D,GBX,130.0,0.0,0.0,,,,,VND
VENC,VENTUS VCT C,GBX,127.0,0.0,0.0,,,,,VENC
VEND,VENTUS VCT D,GBX,130.0,0.0,0.0,,,,,VEND
VDTK,VERDITEK,GBX,2.35,0.0,0.0,,,,,VDTK
VRP,VERONA PHARMA,GBX,46.5,-2.5,-5.1,,,,,VRP
VRS,VERSARIEN,GBX,36.5,-5.0,-12.05,,,,,VRS
VCBC,VERTU CAPITAL,GBX,0.4,0.0,0.0,,,,,VCBC
VTU,VERTU MOTORS,GBX,24.0,-4.05,-14.44,,,,,VTU
VSVS,VESUVIUS,GBX,362.4,-29.4,-7.5,,,,,VSVS
VNET,VIANET GRP,GBX,127.5,-5.0,-3.77,,,,,VNET
VCP,VICTORIA,GBX,270.0,-37.5,-12.2,,,,,VCP
VOG,VICTORIA OIL,GBX,3.62,0.0,0.0,,,,,VOG
VCT,VICTREX,GBX,1786.0,-166.0,-8.5,,,,,VCT
VEIL,VIETNAM ENT,GBX,349.5,-30.5,-8.03,,,,,VEIL
VITA,VINTANA,GBX,1.05,0.0,0.0,,,,,VITA
VMUK,VIRGIN MONEY UK,GBX,98.88,-17.97,-15.38,,,,,VMUK
VTY,VISTRY GRP,GBX,959.0,-146.0,-13.21,,,,,VTY
VVO,VIVO ENERGY,GBX,93.4,-0.6,-0.64,,,,,VVO
VOD,VODAFONE GRP.,GBX,103.94,-13.54,-11.53,,,,,VOD
VLX,VOLEX,GBX,100.0,-18.5,-15.61,,,,,VLX
VGAS,VOLGA GAS,GBX,22.5,0.0,0.0,,,,,VGAS
FAN,VOLUTION,GBX,173.5,-12.5,-6.72,,,,,FAN
VLE,VOLVERE,GBX,1150.0,-25.0,-2.13,,,,,VLE
VOR,VORDERE,GBX,10.0,0.0,0.0,,,,,VOR
VP.,VP,GBX,860.0,0.0,0.0,,,,,VP.
VSL,VPC SPECIALTY,GBX,71.0,-2.6,-3.53,,,,,VSL
WRES,W RESOURCES,GBX,0.21,-0.03,-12.5,,,,,WRES
WHI,W.H.IRELAND,GBX,55.5,-1.5,-2.63,,,,,WHI
WALG,WALCOM,GBX,0.2,-0.1,-33.33,,,,,WALG
WCW,WALKER CRIPS,GBX,23.5,-1.5,-6.0,,,,,WCW
WGB,WALKER GREENBNK,GBX,56.5,-6.5,-10.32,,,,,WGB
WJA,WAMEJA DI,GBX,3.95,-0.2,-4.82,,,,,WJA
WHR,WAREHOUSE REIT,GBX,102.5,-7.5,-6.82,,,,,WHR
W7L,WARPAINT LONDON,GBX,75.0,-2.5,-3.23,,,,,W7L
WOSG,WATCHES SWITZ,GBX,270.8,-34.8,-11.39,,,,,WOSG
WTG,WATCHSTONE GRP,GBX,142.5,0.0,0.0,,,,,WTG
WATR,WATER INTEL.,GBX,260.0,-12.5,-4.59,,,,,WATR
WJG,WATKIN JONES,GBX,207.5,-33.5,-13.9,,,,,WJG
WEB,WEBIS,GBX,1.1,-0.3,-21.43,,,,,WEB
WEIR,WEIR GRP.,GBX,898.6,-174.9,-16.29,,,,,WEIR
WSG,WESTMINSTER,GBX,8.25,-0.5,-5.71,,,,,WSG
WTE,WESTMOUNT ENGY.,GBX,11.5,0.0,0.0,,,,,WTE
JDW,WETHERSPOON(JD),GBX,1057.0,-125.0,-10.58,,,,,JDW
WEY,WEY EDUCATION,GBX,17.5,-0.7,-3.85,,,,,WEY
SMWH,WH SMITH,GBX,1253.0,-334.0,-21.05,,,,,SMWH
WTB,WHITBREAD,GBX,2580.0,-479.0,-15.66,,,,,WTB
WMH,WILLIAM HILL,GBX,92.48,-29.47,-24.17,,,,,WMH
WIL,WILMINGTON,GBX,182.0,0.0,0.0,,,,,WIL
WIN,WINCANTON,GBX,242.0,-2.0,-0.82,,,,,WIN
WPHO,WINDAR PHOTO,GBX,26.5,0.0,0.0,,,,,WPHO
WSBN,WISHBONE,GBX,1.35,0.0,0.0,,,,,WSBN
WTAN,WITAN INV TST,GBX,165.6,-15.2,-8.41,,,,,WTAN
WPC,WITAN PAC,GBX,298.00,-16.0,-5.1,,,,,WPC
WG.,WOOD GRP(J),GBX,241.30,-14.0,-5.48,,,,,WG.
WBI,WOODBOIS,GBX,4.75,-0.5,-9.52,,,,,WBI
WKP,WORKSPACE GRP.,GBX,882.50,-109.5,-11.04,,,,,WKP
WTS,WORLD TRADE,GBX,-,0.0,0.0,,,,,WTS
WGP,WORLDLINK GRP,GBX,8.00,0.0,0.0,,,,,WGP
WWH,WORLDWIDE HC,GBX,2730.00,-195.0,-6.67,,,,,WWH
WINV,WORSLEY INV LTD,GBX,28.35,0.0,0.0,,,,,WINV
WRN,WORTHINGTON GRP,GBX,87.00,0.0,0.0,,,,,WRN
WYN,WYNNSTAY GRP,GBX,240.00,-20.0,-7.69,,,,,WYN
WSP,WYNNSTAY PROPS.,GBX,625.00,0.0,0.0,,,,,WSP
XAR,XAAR,GBX,29.00,-0.6,-2.03,,,,,XAR
XSG,XEROS TECH,GBX,0.50,0.0,0.0,,,,,XSG
XPD,XPEDIATOR PLC,GBX,20.00,-0.25,-1.24,,,,,XPD
XPL,XPLORER,GBX,12.50,0.0,0.0,,,,,XPL
XPS,XPS PENSIONS,GBX,130.00,0.0,0.0,,,,,XPS
XTR,XTRACT,GBX,0.75,-0.05,-6.25,,,,,XTR
YOU,YOUGOV,GBX,633.00,-35.0,-5.24,,,,,YOU
YNGA,YOUNG & CO 'A',GBX,1315.00,0.0,0.0,,,,,YNGA
YNGN,YOUNG & CO N/V,GBX,1070.00,0.0,0.0,,,,,YNGN
YGEN,YOURGENE,GBX,13.12,-1.62,-11.02,,,,,YGEN
YU.,YU GROUP,GBX,80.00,-12.5,-13.51,,,,,YU.
ZAIM,ZAIM CREDIT SY.,GBX,3.11,0.0,0.0,,,,,ZAIM
ZAM,ZAMBEEF PROD.,GBX,4.25,-0.3,-6.59,,,,,ZAM
ZIOC,ZANAGA IRON,GBX,4.42,0.0,0.0,,,,,ZIOC
ZCC,ZCCM INV.HDS.B,USD,-,0.0,0.0,,,,,ZCC
ZEG,ZEGONA COM,GBX,89.50,-3.0,-3.24,,,,,ZEG
ZEN,ZENITH ENERGY,GBX,0.62,-0.06,-8.09,,,,,ZEN
ZIN,ZINC MEDIA,GBX,67.50,-4.5,-6.25,,,,,ZIN
ZOE,ZOETIC INTL,GBX,6.65,-1.5,-18.41,,,,,ZOE
ZOL,ZOLTAV RES,GBX,21.50,-1.0,-4.44,,,,,ZOL
ZOO,ZOO DIGITAL,GBX,38.00,-6.0,-13.64,,,,,ZOO
ZTF,ZOTEFOAMS,GBX,287.00,0.0,0.0,,,,,ZTF
ZYT,ZYTRONIC,GBX,130.00,-7.5,-5.46,,,,,ZYT
0OOQ,1.GARANTOVANA 1,EUR,0.10,0.0,0.0,,,,,0OOQ
0OOR,1.GARANTOVANA 2,EUR,2.00,0.0,0.0,,,,,0OOR
0NXT,11 88 0 SOLUTIO,EUR,1.32,0.0,0.0,,,,,0NXT
0RE0,11 BIT STUDIOS,PLN,501.00,0.0,0.0,,,,,0RE0
0LHJ,22ND CENTURY GR,USD,2.11,0.0,0.0,,,,,0LHJ
0LHP,2U ORD,USD,95.53,0.0,0.0,,,,,0LHP
